,STND_YMD,PRD_CD,NET_PRD_SAL_AMT,SAL_UTPR,vgn_bgn_dttm,vgn_end_dttm,group,post
3852,2021-06-11,111650727,112500.0,150000.0,2021-06-11,2023-06-10,1,1
3853,2021-06-12,111650727,191250.0,225000.0,2021-06-11,2023-06-10,1,1
3854,2021-06-13,111650727,52500.0,75000.0,2021-06-11,2023-06-10,1,1
3855,2021-06-14,111650727,153750.0,225000.0,2021-06-11,2023-06-10,1,1
3856,2021-06-15,111650727,63750.0,75000.0,2021-06-11,2023-06-10,1,1
3857,2021-06-17,111650727,300000.0,300000.0,2021-06-11,2023-06-10,1,1
3858,2021-06-18,111650727,63750.0,75000.0,2021-06-11,2023-06-10,1,1
3859,2021-06-19,111650727,117375.0,150000.0,2021-06-11,2023-06-10,1,1
3860,2021-06-20,111650727,63750.0,75000.0,2021-06-11,2023-06-10,1,1
3861,2021-06-21,111650727,57381.0,75000.0,2021-06-11,2023-06-10,1,1
3862,2021-06-22,111650727,63750.0,75000.0,2021-06-11,2023-06-10,1,1
3863,2021-06-23,111650727,63750.0,75000.0,2021-06-11,2023-06-10,1,1
3864,2021-06-25,111650727,191250.0,225000.0,2021-06-11,2023-06-10,1,1
3865,2021-06-26,111650727,178500.0,150000.0,2021-06-11,2023-06-10,1,1
3866,2021-06-28,111650727,567000.0,600000.0,2021-06-11,2023-06-10,1,1
3867,2021-06-29,111650727,106140.0,150000.0,2021-06-11,2023-06-10,1,1
3868,2021-06-30,111650727,339270.0,375000.0,2021-06-11,2023-06-10,1,1
3869,2021-07-01,111650727,57390.0,75000.0,2021-06-11,2023-06-10,1,1
3870,2021-07-02,111650727,378777.0,375000.0,2021-06-11,2023-06-10,1,1
3871,2021-07-03,111650727,259236.0,375000.0,2021-06-11,2023-06-10,1,1
3872,2021-07-04,111650727,238512.0,300000.0,2021-06-11,2023-06-10,1,1
3873,2021-07-05,111650727,127500.0,150000.0,2021-06-11,2023-06-10,1,1
3874,2021-07-07,111650727,123750.0,150000.0,2021-06-11,2023-06-10,1,1
3875,2021-07-09,111650727,63750.0,75000.0,2021-06-11,2023-06-10,1,1
3876,2021-07-10,111650727,76377.0,75000.0,2021-06-11,2023-06-10,1,1
3877,2021-07-11,111650727,168750.0,150000.0,2021-06-11,2023-06-10,1,1
3878,2021-07-12,111650727,155250.0,225000.0,2021-06-11,2023-06-10,1,1
3879,2021-07-13,111650727,38631.0,75000.0,2021-06-11,2023-06-10,1,1
3880,2021-07-14,111650727,63750.0,75000.0,2021-06-11,2023-06-10,1,1
3881,2021-07-15,111650727,171009.0,225000.0,2021-06-11,2023-06-10,1,1
3882,2021-07-16,111650727,165060.0,225000.0,2021-06-11,2023-06-10,1,1
3883,2021-07-17,111650727,151110.0,225000.0,2021-06-11,2023-06-10,1,1
3884,2021-07-19,111650727,127500.0,75000.0,2021-06-11,2023-06-10,1,1
3885,2021-07-20,111650727,105000.0,150000.0,2021-06-11,2023-06-10,1,1
3886,2021-07-21,111650727,63750.0,75000.0,2021-06-11,2023-06-10,1,1
3887,2021-07-24,111650727,37500.0,75000.0,2021-06-11,2023-06-10,1,1
3888,2021-07-25,111650727,63750.0,75000.0,2021-06-11,2023-06-10,1,1
3889,2021-07-26,111650727,63750.0,75000.0,2021-06-11,2023-06-10,1,1
3890,2021-07-27,111650727,63750.0,75000.0,2021-06-11,2023-06-10,1,1
3891,2021-07-28,111650727,241704.0,225000.0,2021-06-11,2023-06-10,1,1
3892,2021-07-29,111650727,108384.0,150000.0,2021-06-11,2023-06-10,1,1
3893,2021-07-30,111650727,286893.0,300000.0,2021-06-11,2023-06-10,1,1
3894,2021-07-31,111650727,341817.0,450000.0,2021-06-11,2023-06-10,1,1
3895,2021-08-01,111650727,45000.0,75000.0,2021-06-11,2023-06-10,1,1
3896,2021-08-02,111650727,329064.0,450000.0,2021-06-11,2023-06-10,1,1
3897,2021-08-03,111650727,151605.0,225000.0,2021-06-11,2023-06-10,1,1
3898,2021-08-06,111650727,75000.0,75000.0,2021-06-11,2023-06-10,1,1
3899,2021-08-08,111650727,63750.0,75000.0,2021-06-11,2023-06-10,1,1
3900,2021-08-10,111650727,51006.0,75000.0,2021-06-11,2023-06-10,1,1
3901,2021-08-11,111650727,223506.0,300000.0,2021-06-11,2023-06-10,1,1
3902,2021-08-12,111650727,127500.0,150000.0,2021-06-11,2023-06-10,1,1
3903,2021-08-13,111650727,57375.0,75000.0,2021-06-11,2023-06-10,1,1
3904,2021-08-14,111650727,52500.0,75000.0,2021-06-11,2023-06-10,1,1
3905,2021-08-15,111650727,165195.0,225000.0,2021-06-11,2023-06-10,1,1
3906,2021-08-16,111650727,162000.0,225000.0,2021-06-11,2023-06-10,1,1
3907,2021-08-17,111650727,112500.0,75000.0,2021-06-11,2023-06-10,1,1
3908,2021-08-19,111650727,54210.0,75000.0,2021-06-11,2023-06-10,1,1
3909,2021-08-20,111650727,63750.0,75000.0,2021-06-11,2023-06-10,1,1
3910,2021-08-21,111650727,120000.0,150000.0,2021-06-11,2023-06-10,1,1
3911,2021-08-22,111650727,63750.0,75000.0,2021-06-11,2023-06-10,1,1
3912,2021-08-24,111650727,63750.0,75000.0,2021-06-11,2023-06-10,1,1
3913,2021-08-26,111650727,54399.0,75000.0,2021-06-11,2023-06-10,1,1
3914,2021-08-27,111650727,172500.0,225000.0,2021-06-11,2023-06-10,1,1
3915,2021-08-28,111650727,63750.0,75000.0,2021-06-11,2023-06-10,1,1
3916,2021-08-29,111650727,127500.0,150000.0,2021-06-11,2023-06-10,1,1
3917,2021-08-30,111650727,60000.0,75000.0,2021-06-11,2023-06-10,1,1
3918,2021-09-01,111650727,127500.0,75000.0,2021-06-11,2023-06-10,1,1
3919,2021-10-06,111650727,120000.0,75000.0,2021-06-11,2023-06-10,1,1
3920,2021-10-07,111650727,40800.0,75000.0,2021-06-11,2023-06-10,1,1
3921,2021-10-08,111650727,63750.0,75000.0,2021-06-11,2023-06-10,1,1
3922,2021-10-11,111650727,63750.0,75000.0,2021-06-11,2023-06-10,1,1
3923,2021-10-12,111650727,60000.0,75000.0,2021-06-11,2023-06-10,1,1
3924,2021-10-13,111650727,105891.0,150000.0,2021-06-11,2023-06-10,1,1
3925,2021-10-15,111650727,117750.0,150000.0,2021-06-11,2023-06-10,1,1
3926,2021-10-16,111650727,115140.0,225000.0,2021-06-11,2023-06-10,1,1
3927,2021-10-17,111650727,148320.0,225000.0,2021-06-11,2023-06-10,1,1
3928,2021-10-18,111650727,211950.0,225000.0,2021-06-11,2023-06-10,1,1
3929,2021-10-19,111650727,168150.0,225000.0,2021-06-11,2023-06-10,1,1
3930,2021-10-20,111650727,85914.0,150000.0,2021-06-11,2023-06-10,1,1
3931,2021-10-21,111650727,258153.0,375000.0,2021-06-11,2023-06-10,1,1
3932,2021-10-22,111650727,203400.0,150000.0,2021-06-11,2023-06-10,1,1
3933,2021-10-24,111650727,114000.0,150000.0,2021-06-11,2023-06-10,1,1
3934,2021-10-25,111650727,153450.0,150000.0,2021-06-11,2023-06-10,1,1
3935,2021-10-26,111650727,162612.0,225000.0,2021-06-11,2023-06-10,1,1
3936,2021-10-27,111650727,287955.0,450000.0,2021-06-11,2023-06-10,1,1
3937,2021-10-28,111650727,171000.0,225000.0,2021-06-11,2023-06-10,1,1
3938,2021-10-29,111650727,54000.0,75000.0,2021-06-11,2023-06-10,1,1
3939,2021-10-30,111650727,46326.0,75000.0,2021-06-11,2023-06-10,1,1
3940,2021-10-31,111650727,108300.0,150000.0,2021-06-11,2023-06-10,1,1
3941,2021-11-02,111650727,168750.0,150000.0,2021-06-11,2023-06-10,1,1
3942,2021-11-03,111650727,123750.0,150000.0,2021-06-11,2023-06-10,1,1
3943,2021-11-04,111650727,191250.0,150000.0,2021-06-11,2023-06-10,1,1
3944,2021-11-05,111650727,43317.0,75000.0,2021-06-11,2023-06-10,1,1
3945,2021-11-07,111650727,191250.0,225000.0,2021-06-11,2023-06-10,1,1
3946,2021-11-08,111650727,183699.0,225000.0,2021-06-11,2023-06-10,1,1
3947,2021-11-09,111650727,111699.0,150000.0,2021-06-11,2023-06-10,1,1
3948,2021-11-10,111650727,63750.0,75000.0,2021-06-11,2023-06-10,1,1
3949,2021-11-11,111650727,236820.0,75000.0,2021-06-11,2023-06-10,1,1
3950,2021-11-12,111650727,86532.0,150000.0,2021-06-11,2023-06-10,1,1
3951,2021-11-13,111650727,33750.0,75000.0,2021-06-11,2023-06-10,1,1
3952,2022-01-20,111650727,52500.0,75000.0,2021-06-11,2023-06-10,1,1
3953,2022-01-21,111650727,37500.0,75000.0,2021-06-11,2023-06-10,1,1
3954,2022-01-22,111650727,199500.0,150000.0,2021-06-11,2023-06-10,1,1
3955,2022-01-23,111650727,306801.0,375000.0,2021-06-11,2023-06-10,1,1
3956,2022-01-24,111650727,268863.0,375000.0,2021-06-11,2023-06-10,1,1
3957,2022-01-25,111650727,287175.0,375000.0,2021-06-11,2023-06-10,1,1
3958,2022-01-26,111650727,52500.0,75000.0,2021-06-11,2023-06-10,1,1
3959,2022-01-27,111650727,194403.0,300000.0,2021-06-11,2023-06-10,1,1
3960,2022-01-28,111650727,105000.0,150000.0,2021-06-11,2023-06-10,1,1
3961,2022-01-30,111650727,86403.0,150000.0,2021-06-11,2023-06-10,1,1
3962,2022-01-31,111650727,105000.0,150000.0,2021-06-11,2023-06-10,1,1
3963,2022-02-01,111650727,120000.0,150000.0,2021-06-11,2023-06-10,1,1
3964,2022-02-02,111650727,237126.0,300000.0,2021-06-11,2023-06-10,1,1
3965,2022-02-03,111650727,35196.0,75000.0,2021-06-11,2023-06-10,1,1
3966,2022-02-04,111650727,67500.0,75000.0,2021-06-11,2023-06-10,1,1
3967,2022-02-05,111650727,75000.0,75000.0,2021-06-11,2023-06-10,1,1
3968,2022-02-06,111650727,175806.0,225000.0,2021-06-11,2023-06-10,1,1
3969,2022-02-07,111650727,105780.0,225000.0,2021-06-11,2023-06-10,1,1
3970,2022-02-08,111650727,161610.0,225000.0,2021-06-11,2023-06-10,1,1
3971,2022-02-09,111650727,52500.0,75000.0,2021-06-11,2023-06-10,1,1
3972,2022-02-10,111650727,105000.0,75000.0,2021-06-11,2023-06-10,1,1
3973,2022-02-11,111650727,95046.0,150000.0,2021-06-11,2023-06-10,1,1
3974,2022-02-12,111650727,86577.0,75000.0,2021-06-11,2023-06-10,1,1
3975,2022-02-13,111650727,40320.0,75000.0,2021-06-11,2023-06-10,1,1
3976,2022-02-14,111650727,87378.0,150000.0,2021-06-11,2023-06-10,1,1
3977,2022-02-15,111650727,541506.0,600000.0,2021-06-11,2023-06-10,1,1
3978,2022-02-16,111650727,363123.0,525000.0,2021-06-11,2023-06-10,1,1
3979,2022-02-17,111650727,277302.0,300000.0,2021-06-11,2023-06-10,1,1
3980,2022-02-18,111650727,51300.0,75000.0,2021-06-11,2023-06-10,1,1
3981,2022-02-19,111650727,108000.0,75000.0,2021-06-11,2023-06-10,1,1
3982,2022-02-20,111650727,583590.0,750000.0,2021-06-11,2023-06-10,1,1
3983,2022-02-21,111650727,67500.0,75000.0,2021-06-11,2023-06-10,1,1
3984,2022-02-22,111650727,67500.0,75000.0,2021-06-11,2023-06-10,1,1
3985,2022-02-23,111650727,220095.0,300000.0,2021-06-11,2023-06-10,1,1
3986,2022-02-24,111650727,175503.0,225000.0,2021-06-11,2023-06-10,1,1
3987,2022-02-25,111650727,37500.0,75000.0,2021-06-11,2023-06-10,1,1
3988,2022-02-26,111650727,67500.0,75000.0,2021-06-11,2023-06-10,1,1
3989,2022-02-27,111650727,258195.0,375000.0,2021-06-11,2023-06-10,1,1
3990,2022-02-28,111650727,139878.0,225000.0,2021-06-11,2023-06-10,1,1
3991,2022-03-01,111650727,442713.0,525000.0,2021-06-11,2023-06-10,1,1
3992,2022-03-02,111650727,187896.0,300000.0,2021-06-11,2023-06-10,1,1
3993,2022-03-03,111650727,439137.0,600000.0,2021-06-11,2023-06-10,1,1
3994,2022-03-04,111650727,395997.0,525000.0,2021-06-11,2023-06-10,1,1
3995,2022-03-05,111650727,189012.0,300000.0,2021-06-11,2023-06-10,1,1
3996,2022-03-06,111650727,463521.0,675000.0,2021-06-11,2023-06-10,1,1
3997,2022-03-07,111650727,359166.0,600000.0,2021-06-11,2023-06-10,1,1
3998,2022-03-08,111650727,322587.0,450000.0,2021-06-11,2023-06-10,1,1
3999,2022-03-09,111650727,512745.0,750000.0,2021-06-11,2023-06-10,1,1
4000,2022-03-10,111650727,147384.0,150000.0,2021-06-11,2023-06-10,1,1
4001,2022-03-11,111650727,52500.0,75000.0,2021-06-11,2023-06-10,1,1
4002,2022-03-12,111650727,147477.0,225000.0,2021-06-11,2023-06-10,1,1
4003,2022-03-13,111650727,398439.0,600000.0,2021-06-11,2023-06-10,1,1
4004,2022-03-14,111650727,193170.0,225000.0,2021-06-11,2023-06-10,1,1
4005,2022-03-15,111650727,90591.0,150000.0,2021-06-11,2023-06-10,1,1
4006,2022-03-16,111650727,254637.0,300000.0,2021-06-11,2023-06-10,1,1
4007,2022-03-17,111650727,154875.0,225000.0,2021-06-11,2023-06-10,1,1
4008,2022-03-19,111650727,105000.0,75000.0,2021-06-11,2023-06-10,1,1
4009,2022-03-20,111650727,259884.0,300000.0,2021-06-11,2023-06-10,1,1
4010,2022-03-21,111650727,420000.0,300000.0,2021-06-11,2023-06-10,1,1
4011,2022-03-22,111650727,157500.0,225000.0,2021-06-11,2023-06-10,1,1
4012,2022-03-23,111650727,189750.0,300000.0,2021-06-11,2023-06-10,1,1
4013,2022-03-24,111650727,90000.0,150000.0,2021-06-11,2023-06-10,1,1
4014,2022-03-25,111650727,202131.0,300000.0,2021-06-11,2023-06-10,1,1
4015,2022-03-26,111650727,75537.0,150000.0,2021-06-11,2023-06-10,1,1
4016,2022-03-27,111650727,313890.0,375000.0,2021-06-11,2023-06-10,1,1
4017,2022-03-28,111650727,52500.0,75000.0,2021-06-11,2023-06-10,1,1
4018,2022-03-29,111650727,387384.0,450000.0,2021-06-11,2023-06-10,1,1
4019,2022-03-30,111650727,254625.0,375000.0,2021-06-11,2023-06-10,1,1
4020,2022-03-31,111650727,149637.0,225000.0,2021-06-11,2023-06-10,1,1
4021,2022-04-01,111650727,142500.0,225000.0,2021-06-11,2023-06-10,1,1
4022,2022-04-02,111650727,198540.0,300000.0,2021-06-11,2023-06-10,1,1
4023,2022-04-03,111650727,262500.0,375000.0,2021-06-11,2023-06-10,1,1
4024,2022-04-04,111650727,139131.0,225000.0,2021-06-11,2023-06-10,1,1
4025,2022-04-05,111650727,101250.0,150000.0,2021-06-11,2023-06-10,1,1
4026,2022-04-06,111650727,259881.0,225000.0,2021-06-11,2023-06-10,1,1
4027,2022-04-07,111650727,181125.0,300000.0,2021-06-11,2023-06-10,1,1
4028,2022-04-08,111650727,137559.0,225000.0,2021-06-11,2023-06-10,1,1
4029,2022-04-10,111650727,299265.0,375000.0,2021-06-11,2023-06-10,1,1
4030,2022-04-11,111650727,384006.0,525000.0,2021-06-11,2023-06-10,1,1
4031,2022-04-12,111650727,442566.0,600000.0,2021-06-11,2023-06-10,1,1
4032,2022-04-13,111650727,188640.0,300000.0,2021-06-11,2023-06-10,1,1
4033,2022-04-14,111650727,157500.0,150000.0,2021-06-11,2023-06-10,1,1
4034,2022-04-15,111650727,205911.0,300000.0,2021-06-11,2023-06-10,1,1
4035,2022-04-16,111650727,175434.0,300000.0,2021-06-11,2023-06-10,1,1
4036,2022-04-17,111650727,101304.0,150000.0,2021-06-11,2023-06-10,1,1
4037,2022-04-18,111650727,283596.0,450000.0,2021-06-11,2023-06-10,1,1
4038,2022-04-19,111650727,207381.0,300000.0,2021-06-11,2023-06-10,1,1
4039,2022-04-20,111650727,412500.0,525000.0,2021-06-11,2023-06-10,1,1
4040,2022-04-21,111650727,356628.0,525000.0,2021-06-11,2023-06-10,1,1
4041,2022-04-24,111650727,126345.0,225000.0,2021-06-11,2023-06-10,1,1
4042,2022-04-25,111650727,120813.0,225000.0,2021-06-11,2023-06-10,1,1
4043,2022-04-26,111650727,252096.0,450000.0,2021-06-11,2023-06-10,1,1
4044,2022-04-27,111650727,326250.0,375000.0,2021-06-11,2023-06-10,1,1
4045,2022-04-28,111650727,141378.0,225000.0,2021-06-11,2023-06-10,1,1
4046,2022-04-29,111650727,277884.0,375000.0,2021-06-11,2023-06-10,1,1
4047,2022-04-30,111650727,46317.0,75000.0,2021-06-11,2023-06-10,1,1
4048,2022-05-01,111650727,361701.0,600000.0,2021-06-11,2023-06-10,1,1
4049,2022-05-02,111650727,312876.0,375000.0,2021-06-11,2023-06-10,1,1
4050,2022-05-03,111650727,65301.0,75000.0,2021-06-11,2023-06-10,1,1
4051,2022-05-05,111650727,67500.0,75000.0,2021-06-11,2023-06-10,1,1
4052,2022-05-06,111650727,180000.0,225000.0,2021-06-11,2023-06-10,1,1
4053,2022-05-07,111650727,202500.0,225000.0,2021-06-11,2023-06-10,1,1
4054,2022-05-08,111650727,208500.0,300000.0,2021-06-11,2023-06-10,1,1
4055,2022-05-09,111650727,203868.0,300000.0,2021-06-11,2023-06-10,1,1
4056,2022-05-10,111650727,147996.0,225000.0,2021-06-11,2023-06-10,1,1
4057,2022-05-11,111650727,405837.0,675000.0,2021-06-11,2023-06-10,1,1
4058,2022-05-12,111650727,352317.0,525000.0,2021-06-11,2023-06-10,1,1
4059,2022-05-13,111650727,230691.0,375000.0,2021-06-11,2023-06-10,1,1
4060,2022-05-14,111650727,134166.0,225000.0,2021-06-11,2023-06-10,1,1
4061,2022-05-16,111650727,214140.0,300000.0,2021-06-11,2023-06-10,1,1
4062,2022-05-17,111650727,223134.0,225000.0,2021-06-11,2023-06-10,1,1
4063,2022-05-18,111650727,189750.0,150000.0,2021-06-11,2023-06-10,1,1
4064,2022-05-19,111650727,251640.0,300000.0,2021-06-11,2023-06-10,1,1
4065,2022-05-20,111650727,304137.0,375000.0,2021-06-11,2023-06-10,1,1
4066,2022-05-21,111650727,191631.0,300000.0,2021-06-11,2023-06-10,1,1
4067,2022-05-22,111650727,406890.0,375000.0,2021-06-11,2023-06-10,1,1
4068,2022-05-23,111650727,202500.0,225000.0,2021-06-11,2023-06-10,1,1
4069,2022-05-24,111650727,109875.0,150000.0,2021-06-11,2023-06-10,1,1
4070,2022-05-25,111650727,202500.0,150000.0,2021-06-11,2023-06-10,1,1
4071,2022-05-26,111650727,67500.0,75000.0,2021-06-11,2023-06-10,1,1
4072,2022-05-27,111650727,93282.0,150000.0,2021-06-11,2023-06-10,1,1
4073,2022-05-28,111650727,138954.0,150000.0,2021-06-11,2023-06-10,1,1
4074,2022-05-29,111650727,190125.0,225000.0,2021-06-11,2023-06-10,1,1
4075,2022-05-30,111650727,89097.0,150000.0,2021-06-11,2023-06-10,1,1
4076,2022-05-31,111650727,127500.0,150000.0,2021-06-11,2023-06-10,1,1
4077,2022-06-01,111650727,67500.0,75000.0,2021-06-11,2023-06-10,1,1
4078,2022-06-02,111650727,94140.0,150000.0,2021-06-11,2023-06-10,1,1
4079,2022-06-03,111650727,315489.0,525000.0,2021-06-11,2023-06-10,1,1
4080,2022-06-04,111650727,135237.0,225000.0,2021-06-11,2023-06-10,1,1
4081,2022-06-05,111650727,124350.0,150000.0,2021-06-11,2023-06-10,1,1
4082,2022-06-07,111650727,344295.0,450000.0,2021-06-11,2023-06-10,1,1
4083,2022-06-08,111650727,355140.0,525000.0,2021-06-11,2023-06-10,1,1
4084,2022-06-09,111650727,171000.0,150000.0,2021-06-11,2023-06-10,1,1
4085,2022-06-10,111650727,209628.0,300000.0,2021-06-11,2023-06-10,1,1
4086,2022-06-11,111650727,200928.0,225000.0,2021-06-11,2023-06-10,1,1
4087,2022-06-12,111650727,434883.0,450000.0,2021-06-11,2023-06-10,1,1
4088,2022-06-13,111650727,37500.0,75000.0,2021-06-11,2023-06-10,1,1
4089,2022-06-14,111650727,245643.0,300000.0,2021-06-11,2023-06-10,1,1
4090,2022-06-15,111650727,289521.0,450000.0,2021-06-11,2023-06-10,1,1
4091,2022-06-16,111650727,191607.0,300000.0,2021-06-11,2023-06-10,1,1
4092,2022-06-17,111650727,378336.0,600000.0,2021-06-11,2023-06-10,1,1
4093,2022-06-18,111650727,349140.0,525000.0,2021-06-11,2023-06-10,1,1
4094,2022-06-19,111650727,162765.0,300000.0,2021-06-11,2023-06-10,1,1
4095,2022-06-20,111650727,264000.0,375000.0,2021-06-11,2023-06-10,1,1
4096,2022-06-21,111650727,677226.0,525000.0,2021-06-11,2023-06-10,1,1
4097,2022-06-22,111650727,194250.0,300000.0,2021-06-11,2023-06-10,1,1
4098,2022-06-23,111650727,149634.0,225000.0,2021-06-11,2023-06-10,1,1
4099,2022-06-24,111650727,102381.0,150000.0,2021-06-11,2023-06-10,1,1
4100,2022-06-25,111650727,89268.0,150000.0,2021-06-11,2023-06-10,1,1
4101,2022-06-26,111650727,46470.0,75000.0,2021-06-11,2023-06-10,1,1
4102,2022-06-27,111650727,49881.0,75000.0,2021-06-11,2023-06-10,1,1
4103,2022-06-28,111650727,210603.0,225000.0,2021-06-11,2023-06-10,1,1
4104,2022-06-29,111650727,194103.0,225000.0,2021-06-11,2023-06-10,1,1
4105,2022-06-30,111650727,54000.0,75000.0,2021-06-11,2023-06-10,1,1
4106,2022-07-01,111650727,97908.0,156000.0,2021-06-11,2023-06-10,1,1
4107,2022-07-02,111650727,47361.0,81000.0,2021-06-11,2023-06-10,1,1
4108,2022-07-03,111650727,62370.0,81000.0,2021-06-11,2023-06-10,1,1
4109,2022-07-04,111650727,123126.0,162000.0,2021-06-11,2023-06-10,1,1
4110,2022-07-05,111650727,183945.0,243000.0,2021-06-11,2023-06-10,1,1
4111,2022-07-06,111650727,115596.0,162000.0,2021-06-11,2023-06-10,1,1
4112,2022-07-07,111650727,114114.0,162000.0,2021-06-11,2023-06-10,1,1
4113,2022-07-08,111650727,57324.0,81000.0,2021-06-11,2023-06-10,1,1
4114,2022-07-09,111650727,225123.0,324000.0,2021-06-11,2023-06-10,1,1
4115,2022-07-10,111650727,265347.0,324000.0,2021-06-11,2023-06-10,1,1
4116,2022-07-12,111650727,471573.0,486000.0,2021-06-11,2023-06-10,1,1
4117,2022-07-13,111650727,135270.0,162000.0,2021-06-11,2023-06-10,1,1
4118,2022-07-14,111650727,211410.0,162000.0,2021-06-11,2023-06-10,1,1
4119,2022-07-15,111650727,364500.0,405000.0,2021-06-11,2023-06-10,1,1
4120,2022-07-16,111650727,107730.0,162000.0,2021-06-11,2023-06-10,1,1
4121,2022-07-17,111650727,206955.0,324000.0,2021-06-11,2023-06-10,1,1
4122,2022-07-18,111650727,56700.0,81000.0,2021-06-11,2023-06-10,1,1
4123,2022-07-19,111650727,214677.0,243000.0,2021-06-11,2023-06-10,1,1
4124,2020-06-29,111650778,96800.0,168000.0,2021-05-25,2023-05-24,1,0
4125,2020-06-30,111650778,89600.0,112000.0,2021-05-25,2023-05-24,1,0
4126,2020-07-01,111650778,229600.0,280000.0,2021-05-25,2023-05-24,1,0
4127,2020-07-02,111650778,263920.0,336000.0,2021-05-25,2023-05-24,1,0
4128,2020-07-03,111650778,100800.0,112000.0,2021-05-25,2023-05-24,1,0
4129,2020-07-04,111650778,40320.0,56000.0,2021-05-25,2023-05-24,1,0
4130,2020-07-05,111650778,40320.0,56000.0,2021-05-25,2023-05-24,1,0
4131,2020-07-06,111650778,207200.0,280000.0,2021-05-25,2023-05-24,1,0
4132,2020-07-07,111650778,173934.0,224000.0,2021-05-25,2023-05-24,1,0
4133,2020-07-09,111650778,85120.0,112000.0,2021-05-25,2023-05-24,1,0
4134,2020-07-10,111650778,84000.0,112000.0,2021-05-25,2023-05-24,1,0
4135,2020-07-11,111650778,80640.0,112000.0,2021-05-25,2023-05-24,1,0
4136,2020-07-12,111650778,67956.0,112000.0,2021-05-25,2023-05-24,1,0
4137,2020-07-13,111650778,74800.0,112000.0,2021-05-25,2023-05-24,1,0
4138,2020-07-14,111650778,44800.0,56000.0,2021-05-25,2023-05-24,1,0
4139,2020-07-15,111650778,89600.0,112000.0,2021-05-25,2023-05-24,1,0
4140,2020-07-16,111650778,138388.0,224000.0,2021-05-25,2023-05-24,1,0
4141,2020-07-17,111650778,44800.0,56000.0,2021-05-25,2023-05-24,1,0
4142,2020-07-18,111650778,134400.0,168000.0,2021-05-25,2023-05-24,1,0
4143,2020-07-19,111650778,134400.0,112000.0,2021-05-25,2023-05-24,1,0
4144,2020-07-20,111650778,112000.0,168000.0,2021-05-25,2023-05-24,1,0
4145,2020-07-21,111650778,89600.0,112000.0,2021-05-25,2023-05-24,1,0
4146,2020-07-22,111650778,89600.0,112000.0,2021-05-25,2023-05-24,1,0
4147,2020-07-24,111650778,156800.0,224000.0,2021-05-25,2023-05-24,1,0
4148,2020-07-25,111650778,77070.0,112000.0,2021-05-25,2023-05-24,1,0
4149,2020-07-26,111650778,75552.0,112000.0,2021-05-25,2023-05-24,1,0
4150,2020-07-27,111650778,44800.0,56000.0,2021-05-25,2023-05-24,1,0
4151,2020-07-28,111650778,112000.0,168000.0,2021-05-25,2023-05-24,1,0
4152,2020-07-29,111650778,168000.0,168000.0,2021-05-25,2023-05-24,1,0
4153,2020-07-30,111650778,44800.0,56000.0,2021-05-25,2023-05-24,1,0
4154,2020-08-01,111650778,78890.0,112000.0,2021-05-25,2023-05-24,1,0
4155,2020-08-02,111650778,72800.0,112000.0,2021-05-25,2023-05-24,1,0
4156,2020-08-03,111650778,220400.0,336000.0,2021-05-25,2023-05-24,1,0
4157,2020-08-05,111650778,67200.0,112000.0,2021-05-25,2023-05-24,1,0
4158,2020-08-06,111650778,44800.0,56000.0,2021-05-25,2023-05-24,1,0
4159,2020-08-09,111650778,170400.0,224000.0,2021-05-25,2023-05-24,1,0
4160,2020-08-10,111650778,67200.0,112000.0,2021-05-25,2023-05-24,1,0
4161,2020-08-11,111650778,176400.0,224000.0,2021-05-25,2023-05-24,1,0
4162,2020-08-12,111650778,44800.0,56000.0,2021-05-25,2023-05-24,1,0
4163,2020-08-13,111650778,28000.0,56000.0,2021-05-25,2023-05-24,1,0
4164,2020-08-14,111650778,44800.0,56000.0,2021-05-25,2023-05-24,1,0
4165,2020-08-15,111650778,123904.0,168000.0,2021-05-25,2023-05-24,1,0
4166,2020-08-16,111650778,72800.0,112000.0,2021-05-25,2023-05-24,1,0
4167,2020-08-17,111650778,78200.0,112000.0,2021-05-25,2023-05-24,1,0
4168,2020-08-19,111650778,173600.0,224000.0,2021-05-25,2023-05-24,1,0
4169,2020-08-20,111650778,154750.0,224000.0,2021-05-25,2023-05-24,1,0
4170,2020-08-21,111650778,128400.0,168000.0,2021-05-25,2023-05-24,1,0
4171,2020-08-22,111650778,67200.0,112000.0,2021-05-25,2023-05-24,1,0
4172,2020-08-23,111650778,42308.0,56000.0,2021-05-25,2023-05-24,1,0
4173,2020-08-24,111650778,39200.0,56000.0,2021-05-25,2023-05-24,1,0
4174,2020-08-26,111650778,39200.0,56000.0,2021-05-25,2023-05-24,1,0
4175,2020-08-27,111650778,35802.0,56000.0,2021-05-25,2023-05-24,1,0
4176,2020-08-28,111650778,30000.0,56000.0,2021-05-25,2023-05-24,1,0
4177,2020-08-30,111650778,42270.0,56000.0,2021-05-25,2023-05-24,1,0
4178,2020-08-31,111650778,89600.0,112000.0,2021-05-25,2023-05-24,1,0
4179,2020-09-01,111650778,42398.0,56000.0,2021-05-25,2023-05-24,1,0
4180,2020-09-02,111650778,72800.0,112000.0,2021-05-25,2023-05-24,1,0
4181,2020-09-03,111650778,44800.0,56000.0,2021-05-25,2023-05-24,1,0
4182,2020-09-04,111650778,185562.0,168000.0,2021-05-25,2023-05-24,1,0
