,STND_YMD,PRD_CD,NET_PRD_SAL_AMT,SAL_UTPR,vgn_bgn_dttm,vgn_end_dttm,group,post
0,2019-03-21,110651228,222849.0,270000.0,2021-05-06,2023-05-05,1,0
1,2019-03-22,110651228,166500.0,270000.0,2021-05-06,2023-05-05,1,0
2,2019-03-23,110651228,201150.0,135000.0,2021-05-06,2023-05-05,1,0
3,2019-03-24,110651228,124920.0,270000.0,2021-05-06,2023-05-05,1,0
4,2019-03-25,110651228,1671390.0,2565000.0,2021-05-06,2023-05-05,1,0
5,2019-03-26,110651228,1217349.0,2160000.0,2021-05-06,2023-05-05,1,0
6,2019-03-28,110651228,319140.0,405000.0,2021-05-06,2023-05-05,1,0
7,2019-03-29,110651228,847521.0,1620000.0,2021-05-06,2023-05-05,1,0
8,2019-03-30,110651228,541620.0,810000.0,2021-05-06,2023-05-05,1,0
9,2019-03-31,110651228,1419210.0,2025000.0,2021-05-06,2023-05-05,1,0
10,2019-04-01,110651228,4072518.0,4590000.0,2021-05-06,2023-05-05,1,0
11,2019-04-02,110651228,4870314.0,5265000.0,2021-05-06,2023-05-05,1,0
12,2019-04-03,110651228,3889692.0,5130000.0,2021-05-06,2023-05-05,1,0
13,2019-04-04,110651228,4537233.0,5940000.0,2021-05-06,2023-05-05,1,0
14,2019-04-05,110651228,3433779.0,5130000.0,2021-05-06,2023-05-05,1,0
15,2019-04-06,110651228,2480778.0,3105000.0,2021-05-06,2023-05-05,1,0
16,2019-04-07,110651228,6802200.0,8505000.0,2021-05-06,2023-05-05,1,0
17,2019-04-08,110651228,4166091.0,4725000.0,2021-05-06,2023-05-05,1,0
18,2019-04-09,110651228,3356280.0,4725000.0,2021-05-06,2023-05-05,1,0
19,2019-04-10,110651228,4257936.0,5805000.0,2021-05-06,2023-05-05,1,0
20,2019-04-11,110651228,4452606.0,6480000.0,2021-05-06,2023-05-05,1,0
21,2019-04-12,110651228,4145256.0,5670000.0,2021-05-06,2023-05-05,1,0
22,2019-04-13,110651228,4254876.0,5400000.0,2021-05-06,2023-05-05,1,0
23,2019-04-14,110651228,5416785.0,7560000.0,2021-05-06,2023-05-05,1,0
24,2019-04-15,110651228,5707512.0,6750000.0,2021-05-06,2023-05-05,1,0
25,2019-04-16,110651228,2661768.0,3645000.0,2021-05-06,2023-05-05,1,0
26,2019-04-17,110651228,4238586.0,5535000.0,2021-05-06,2023-05-05,1,0
27,2019-04-18,110651228,3507579.0,4995000.0,2021-05-06,2023-05-05,1,0
28,2019-04-19,110651228,2700180.0,4050000.0,2021-05-06,2023-05-05,1,0
29,2019-04-20,110651228,2794014.0,3375000.0,2021-05-06,2023-05-05,1,0
30,2019-04-21,110651228,2746548.0,4185000.0,2021-05-06,2023-05-05,1,0
31,2019-04-22,110651228,1941849.0,2970000.0,2021-05-06,2023-05-05,1,0
32,2019-04-23,110651228,2073699.0,2565000.0,2021-05-06,2023-05-05,1,0
33,2019-04-24,110651228,1422531.0,2160000.0,2021-05-06,2023-05-05,1,0
34,2019-04-25,110651228,3208221.0,3915000.0,2021-05-06,2023-05-05,1,0
35,2019-04-26,110651228,1698696.0,1755000.0,2021-05-06,2023-05-05,1,0
36,2019-04-27,110651228,1701144.0,1485000.0,2021-05-06,2023-05-05,1,0
37,2019-04-28,110651228,1145187.0,2025000.0,2021-05-06,2023-05-05,1,0
38,2019-04-29,110651228,2319714.0,2970000.0,2021-05-06,2023-05-05,1,0
39,2019-04-30,110651228,2740131.0,4320000.0,2021-05-06,2023-05-05,1,0
40,2019-05-01,110651228,501093.0,675000.0,2021-05-06,2023-05-05,1,0
41,2019-05-03,110651228,129717.0,135000.0,2021-05-06,2023-05-05,1,0
42,2019-05-08,110651228,278775.0,270000.0,2021-05-06,2023-05-05,1,0
43,2019-05-09,110651228,86850.0,135000.0,2021-05-06,2023-05-05,1,0
44,2019-05-10,110651228,545571.0,810000.0,2021-05-06,2023-05-05,1,0
45,2019-05-11,110651228,1040247.0,1485000.0,2021-05-06,2023-05-05,1,0
46,2019-05-12,110651228,443727.0,675000.0,2021-05-06,2023-05-05,1,0
47,2019-05-13,110651228,179811.0,270000.0,2021-05-06,2023-05-05,1,0
48,2019-05-14,110651228,108000.0,135000.0,2021-05-06,2023-05-05,1,0
49,2019-05-17,110651228,538578.0,675000.0,2021-05-06,2023-05-05,1,0
50,2019-05-18,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
51,2019-05-20,110651228,81270.0,135000.0,2021-05-06,2023-05-05,1,0
52,2019-05-21,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
53,2019-05-22,110651228,94500.0,135000.0,2021-05-06,2023-05-05,1,0
54,2019-05-23,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
55,2019-05-24,110651228,309096.0,405000.0,2021-05-06,2023-05-05,1,0
56,2019-05-25,110651228,517050.0,675000.0,2021-05-06,2023-05-05,1,0
57,2019-05-26,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
58,2019-05-27,110651228,405000.0,405000.0,2021-05-06,2023-05-05,1,0
59,2019-05-28,110651228,701568.0,540000.0,2021-05-06,2023-05-05,1,0
60,2019-05-29,110651228,261567.0,270000.0,2021-05-06,2023-05-05,1,0
61,2019-05-30,110651228,202500.0,270000.0,2021-05-06,2023-05-05,1,0
62,2019-05-31,110651228,697293.0,675000.0,2021-05-06,2023-05-05,1,0
63,2019-06-01,110651228,1408860.0,1485000.0,2021-05-06,2023-05-05,1,0
64,2019-06-02,110651228,1278360.0,1215000.0,2021-05-06,2023-05-05,1,0
65,2019-06-03,110651228,1822905.0,1620000.0,2021-05-06,2023-05-05,1,0
66,2019-06-04,110651228,1294470.0,1215000.0,2021-05-06,2023-05-05,1,0
67,2019-06-05,110651228,4725378.0,4995000.0,2021-05-06,2023-05-05,1,0
68,2019-06-06,110651228,4769487.0,5265000.0,2021-05-06,2023-05-05,1,0
69,2019-06-07,110651228,6582042.0,7020000.0,2021-05-06,2023-05-05,1,0
70,2019-06-08,110651228,4802319.0,5130000.0,2021-05-06,2023-05-05,1,0
71,2019-06-09,110651228,2077650.0,1890000.0,2021-05-06,2023-05-05,1,0
72,2019-06-10,110651228,1331406.0,1215000.0,2021-05-06,2023-05-05,1,0
73,2019-06-11,110651228,1555038.0,1620000.0,2021-05-06,2023-05-05,1,0
74,2019-06-12,110651228,1419678.0,1485000.0,2021-05-06,2023-05-05,1,0
75,2019-06-13,110651228,1601163.0,1755000.0,2021-05-06,2023-05-05,1,0
76,2019-06-14,110651228,1408176.0,1485000.0,2021-05-06,2023-05-05,1,0
77,2019-06-15,110651228,1609695.0,1755000.0,2021-05-06,2023-05-05,1,0
78,2019-06-16,110651228,1425393.0,1485000.0,2021-05-06,2023-05-05,1,0
79,2019-06-17,110651228,1430577.0,1485000.0,2021-05-06,2023-05-05,1,0
80,2019-06-18,110651228,1978344.0,2160000.0,2021-05-06,2023-05-05,1,0
81,2019-06-19,110651228,1927224.0,2025000.0,2021-05-06,2023-05-05,1,0
82,2019-06-20,110651228,1309230.0,1215000.0,2021-05-06,2023-05-05,1,0
83,2019-06-21,110651228,1340253.0,1350000.0,2021-05-06,2023-05-05,1,0
84,2019-06-22,110651228,1275273.0,1350000.0,2021-05-06,2023-05-05,1,0
85,2019-06-23,110651228,674685.0,810000.0,2021-05-06,2023-05-05,1,0
86,2019-06-24,110651228,2833155.0,2970000.0,2021-05-06,2023-05-05,1,0
87,2019-06-25,110651228,2506698.0,2430000.0,2021-05-06,2023-05-05,1,0
88,2019-06-26,110651228,1168632.0,1215000.0,2021-05-06,2023-05-05,1,0
89,2019-06-27,110651228,1451250.0,1350000.0,2021-05-06,2023-05-05,1,0
90,2019-06-28,110651228,1682748.0,1755000.0,2021-05-06,2023-05-05,1,0
91,2019-06-29,110651228,2317662.0,2025000.0,2021-05-06,2023-05-05,1,0
92,2019-06-30,110651228,524997.0,540000.0,2021-05-06,2023-05-05,1,0
93,2019-07-01,110651228,434997.0,675000.0,2021-05-06,2023-05-05,1,0
94,2019-07-02,110651228,424179.0,540000.0,2021-05-06,2023-05-05,1,0
95,2019-07-03,110651228,94500.0,135000.0,2021-05-06,2023-05-05,1,0
96,2019-07-04,110651228,533259.0,540000.0,2021-05-06,2023-05-05,1,0
97,2019-07-05,110651228,87624.0,135000.0,2021-05-06,2023-05-05,1,0
98,2019-07-06,110651228,270000.0,270000.0,2021-05-06,2023-05-05,1,0
99,2019-07-08,110651228,219141.0,270000.0,2021-05-06,2023-05-05,1,0
100,2019-07-09,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
101,2019-07-10,110651228,256302.0,405000.0,2021-05-06,2023-05-05,1,0
102,2019-07-12,110651228,92880.0,135000.0,2021-05-06,2023-05-05,1,0
103,2019-07-13,110651228,108000.0,135000.0,2021-05-06,2023-05-05,1,0
104,2019-07-14,110651228,108000.0,135000.0,2021-05-06,2023-05-05,1,0
105,2019-07-15,110651228,270000.0,270000.0,2021-05-06,2023-05-05,1,0
106,2019-07-16,110651228,677664.0,810000.0,2021-05-06,2023-05-05,1,0
107,2019-07-18,110651228,398268.0,405000.0,2021-05-06,2023-05-05,1,0
108,2019-07-20,110651228,337500.0,405000.0,2021-05-06,2023-05-05,1,0
109,2019-07-21,110651228,108000.0,135000.0,2021-05-06,2023-05-05,1,0
110,2019-07-22,110651228,270000.0,270000.0,2021-05-06,2023-05-05,1,0
111,2019-07-23,110651228,108000.0,135000.0,2021-05-06,2023-05-05,1,0
112,2019-07-24,110651228,693936.0,810000.0,2021-05-06,2023-05-05,1,0
113,2019-07-25,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
114,2019-07-27,110651228,270000.0,135000.0,2021-05-06,2023-05-05,1,0
115,2019-07-28,110651228,184275.0,270000.0,2021-05-06,2023-05-05,1,0
116,2019-07-29,110651228,64188.0,135000.0,2021-05-06,2023-05-05,1,0
117,2019-07-30,110651228,254142.0,405000.0,2021-05-06,2023-05-05,1,0
118,2019-07-31,110651228,221256.0,270000.0,2021-05-06,2023-05-05,1,0
119,2019-08-01,110651228,1963404.0,2565000.0,2021-05-06,2023-05-05,1,0
120,2019-08-02,110651228,658701.0,1215000.0,2021-05-06,2023-05-05,1,0
121,2019-08-03,110651228,594729.0,675000.0,2021-05-06,2023-05-05,1,0
122,2019-08-04,110651228,1936548.0,2295000.0,2021-05-06,2023-05-05,1,0
123,2019-08-05,110651228,1932696.0,2970000.0,2021-05-06,2023-05-05,1,0
124,2019-08-06,110651228,1008405.0,1350000.0,2021-05-06,2023-05-05,1,0
125,2019-08-07,110651228,629037.0,945000.0,2021-05-06,2023-05-05,1,0
126,2019-08-08,110651228,1068678.0,1350000.0,2021-05-06,2023-05-05,1,0
127,2019-08-09,110651228,716040.0,1080000.0,2021-05-06,2023-05-05,1,0
128,2019-08-10,110651228,1298925.0,1890000.0,2021-05-06,2023-05-05,1,0
129,2019-08-11,110651228,962892.0,1350000.0,2021-05-06,2023-05-05,1,0
130,2019-08-12,110651228,1576017.0,1755000.0,2021-05-06,2023-05-05,1,0
131,2019-08-13,110651228,788877.0,945000.0,2021-05-06,2023-05-05,1,0
132,2019-08-14,110651228,983691.0,1620000.0,2021-05-06,2023-05-05,1,0
133,2019-08-15,110651228,987399.0,945000.0,2021-05-06,2023-05-05,1,0
134,2019-08-16,110651228,731664.0,1215000.0,2021-05-06,2023-05-05,1,0
135,2019-08-17,110651228,452772.0,675000.0,2021-05-06,2023-05-05,1,0
136,2019-08-18,110651228,1434456.0,2430000.0,2021-05-06,2023-05-05,1,0
137,2019-08-19,110651228,1423602.0,2025000.0,2021-05-06,2023-05-05,1,0
138,2019-08-20,110651228,255537.0,405000.0,2021-05-06,2023-05-05,1,0
139,2019-08-21,110651228,1189683.0,1755000.0,2021-05-06,2023-05-05,1,0
140,2019-08-22,110651228,1386342.0,2025000.0,2021-05-06,2023-05-05,1,0
141,2019-08-23,110651228,1261656.0,1755000.0,2021-05-06,2023-05-05,1,0
142,2019-08-24,110651228,829332.0,1215000.0,2021-05-06,2023-05-05,1,0
143,2019-08-25,110651228,291618.0,540000.0,2021-05-06,2023-05-05,1,0
144,2019-08-26,110651228,2335545.0,1890000.0,2021-05-06,2023-05-05,1,0
145,2019-08-27,110651228,560898.0,810000.0,2021-05-06,2023-05-05,1,0
146,2019-08-28,110651228,821169.0,1215000.0,2021-05-06,2023-05-05,1,0
147,2019-08-29,110651228,255033.0,540000.0,2021-05-06,2023-05-05,1,0
148,2019-08-30,110651228,1207566.0,1620000.0,2021-05-06,2023-05-05,1,0
149,2019-08-31,110651228,582255.0,810000.0,2021-05-06,2023-05-05,1,0
150,2019-09-01,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
151,2019-09-02,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
152,2019-09-03,110651228,64908.0,135000.0,2021-05-06,2023-05-05,1,0
153,2019-09-05,110651228,86382.0,135000.0,2021-05-06,2023-05-05,1,0
154,2019-09-07,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
155,2019-09-08,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
156,2019-09-09,110651228,229500.0,270000.0,2021-05-06,2023-05-05,1,0
157,2019-09-14,110651228,167400.0,135000.0,2021-05-06,2023-05-05,1,0
158,2019-09-15,110651228,153900.0,270000.0,2021-05-06,2023-05-05,1,0
159,2019-09-16,110651228,444735.0,540000.0,2021-05-06,2023-05-05,1,0
160,2019-09-18,110651228,86094.0,135000.0,2021-05-06,2023-05-05,1,0
161,2019-09-19,110651228,115434.0,135000.0,2021-05-06,2023-05-05,1,0
162,2019-09-21,110651228,202419.0,270000.0,2021-05-06,2023-05-05,1,0
163,2019-09-22,110651228,121500.0,135000.0,2021-05-06,2023-05-05,1,0
164,2019-09-23,110651228,319455.0,405000.0,2021-05-06,2023-05-05,1,0
165,2019-09-25,110651228,405000.0,270000.0,2021-05-06,2023-05-05,1,0
166,2019-09-26,110651228,351126.0,405000.0,2021-05-06,2023-05-05,1,0
167,2019-09-28,110651228,118080.0,135000.0,2021-05-06,2023-05-05,1,0
168,2019-09-29,110651228,263259.0,270000.0,2021-05-06,2023-05-05,1,0
169,2019-10-01,110651228,256500.0,270000.0,2021-05-06,2023-05-05,1,0
170,2019-10-10,110651228,108990.0,135000.0,2021-05-06,2023-05-05,1,0
171,2019-10-12,110651228,156663.0,270000.0,2021-05-06,2023-05-05,1,0
172,2019-10-13,110651228,99855.0,135000.0,2021-05-06,2023-05-05,1,0
173,2019-10-16,110651228,89775.0,135000.0,2021-05-06,2023-05-05,1,0
174,2019-10-18,110651228,1712655.0,2835000.0,2021-05-06,2023-05-05,1,0
175,2019-10-19,110651228,306000.0,540000.0,2021-05-06,2023-05-05,1,0
176,2019-10-20,110651228,167220.0,270000.0,2021-05-06,2023-05-05,1,0
177,2019-10-22,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
178,2019-10-27,110651228,130104.0,135000.0,2021-05-06,2023-05-05,1,0
179,2019-10-28,110651228,122733.0,135000.0,2021-05-06,2023-05-05,1,0
180,2019-10-29,110651228,130320.0,135000.0,2021-05-06,2023-05-05,1,0
181,2019-11-01,110651228,94500.0,135000.0,2021-05-06,2023-05-05,1,0
182,2019-11-02,110651228,702297.0,945000.0,2021-05-06,2023-05-05,1,0
183,2019-11-03,110651228,271521.0,405000.0,2021-05-06,2023-05-05,1,0
184,2019-11-04,110651228,311391.0,405000.0,2021-05-06,2023-05-05,1,0
185,2019-11-05,110651228,974709.0,1080000.0,2021-05-06,2023-05-05,1,0
186,2019-11-06,110651228,354591.0,675000.0,2021-05-06,2023-05-05,1,0
187,2019-11-07,110651228,277614.0,540000.0,2021-05-06,2023-05-05,1,0
188,2019-11-08,110651228,342369.0,540000.0,2021-05-06,2023-05-05,1,0
189,2019-11-09,110651228,357084.0,675000.0,2021-05-06,2023-05-05,1,0
190,2019-11-10,110651228,198171.0,270000.0,2021-05-06,2023-05-05,1,0
191,2019-11-11,110651228,425394.0,675000.0,2021-05-06,2023-05-05,1,0
192,2019-11-12,110651228,157320.0,270000.0,2021-05-06,2023-05-05,1,0
193,2019-11-13,110651228,185283.0,405000.0,2021-05-06,2023-05-05,1,0
194,2019-11-14,110651228,531522.0,675000.0,2021-05-06,2023-05-05,1,0
195,2019-11-15,110651228,998721.0,945000.0,2021-05-06,2023-05-05,1,0
196,2019-11-16,110651228,400077.0,675000.0,2021-05-06,2023-05-05,1,0
197,2019-11-17,110651228,580869.0,945000.0,2021-05-06,2023-05-05,1,0
198,2019-11-18,110651228,223290.0,405000.0,2021-05-06,2023-05-05,1,0
199,2019-11-19,110651228,855360.0,1215000.0,2021-05-06,2023-05-05,1,0
200,2019-11-20,110651228,217737.0,270000.0,2021-05-06,2023-05-05,1,0
201,2019-11-21,110651228,229500.0,270000.0,2021-05-06,2023-05-05,1,0
202,2019-11-24,110651228,121500.0,135000.0,2021-05-06,2023-05-05,1,0
203,2019-11-26,110651228,860418.0,945000.0,2021-05-06,2023-05-05,1,0
204,2019-11-27,110651228,123984.0,135000.0,2021-05-06,2023-05-05,1,0
205,2019-11-29,110651228,391500.0,270000.0,2021-05-06,2023-05-05,1,0
206,2019-11-30,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
207,2019-12-01,110651228,367911.0,675000.0,2021-05-06,2023-05-05,1,0
208,2019-12-03,110651228,216000.0,270000.0,2021-05-06,2023-05-05,1,0
209,2019-12-04,110651228,358470.0,270000.0,2021-05-06,2023-05-05,1,0
210,2019-12-05,110651228,463140.0,270000.0,2021-05-06,2023-05-05,1,0
211,2019-12-06,110651228,243000.0,270000.0,2021-05-06,2023-05-05,1,0
212,2019-12-09,110651228,817578.0,540000.0,2021-05-06,2023-05-05,1,0
213,2019-12-10,110651228,304470.0,405000.0,2021-05-06,2023-05-05,1,0
214,2019-12-11,110651228,1041345.0,1350000.0,2021-05-06,2023-05-05,1,0
215,2019-12-12,110651228,338850.0,540000.0,2021-05-06,2023-05-05,1,0
216,2019-12-14,110651228,462609.0,675000.0,2021-05-06,2023-05-05,1,0
217,2019-12-15,110651228,1397421.0,1485000.0,2021-05-06,2023-05-05,1,0
218,2019-12-16,110651228,100467.0,135000.0,2021-05-06,2023-05-05,1,0
219,2019-12-17,110651228,165033.0,270000.0,2021-05-06,2023-05-05,1,0
220,2019-12-18,110651228,121500.0,135000.0,2021-05-06,2023-05-05,1,0
221,2019-12-21,110651228,121500.0,135000.0,2021-05-06,2023-05-05,1,0
222,2019-12-22,110651228,236952.0,270000.0,2021-05-06,2023-05-05,1,0
223,2019-12-23,110651228,115443.0,135000.0,2021-05-06,2023-05-05,1,0
224,2019-12-24,110651228,115443.0,135000.0,2021-05-06,2023-05-05,1,0
225,2019-12-25,110651228,115443.0,135000.0,2021-05-06,2023-05-05,1,0
226,2019-12-26,110651228,94500.0,135000.0,2021-05-06,2023-05-05,1,0
227,2019-12-27,110651228,116163.0,135000.0,2021-05-06,2023-05-05,1,0
228,2019-12-28,110651228,332793.0,405000.0,2021-05-06,2023-05-05,1,0
229,2019-12-29,110651228,230877.0,135000.0,2021-05-06,2023-05-05,1,0
230,2019-12-30,110651228,243000.0,270000.0,2021-05-06,2023-05-05,1,0
231,2020-01-01,110651228,153720.0,405000.0,2021-05-06,2023-05-05,1,0
232,2020-01-04,110651228,216000.0,270000.0,2021-05-06,2023-05-05,1,0
233,2020-01-06,110651228,236250.0,270000.0,2021-05-06,2023-05-05,1,0
234,2020-01-07,110651228,184500.0,270000.0,2021-05-06,2023-05-05,1,0
235,2020-01-08,110651228,101250.0,135000.0,2021-05-06,2023-05-05,1,0
236,2020-01-12,110651228,405000.0,270000.0,2021-05-06,2023-05-05,1,0
237,2020-01-14,110651228,101250.0,135000.0,2021-05-06,2023-05-05,1,0
238,2020-01-15,110651228,202500.0,270000.0,2021-05-06,2023-05-05,1,0
239,2020-01-16,110651228,199746.0,270000.0,2021-05-06,2023-05-05,1,0
240,2020-01-17,110651228,96417.0,135000.0,2021-05-06,2023-05-05,1,0
241,2020-01-18,110651228,303750.0,405000.0,2021-05-06,2023-05-05,1,0
242,2020-01-19,110651228,202500.0,135000.0,2021-05-06,2023-05-05,1,0
243,2020-01-22,110651228,93123.0,135000.0,2021-05-06,2023-05-05,1,0
244,2020-01-26,110651228,74250.0,135000.0,2021-05-06,2023-05-05,1,0
245,2020-01-27,110651228,506250.0,540000.0,2021-05-06,2023-05-05,1,0
246,2020-01-28,110651228,249750.0,405000.0,2021-05-06,2023-05-05,1,0
247,2020-01-29,110651228,101250.0,135000.0,2021-05-06,2023-05-05,1,0
248,2020-01-30,110651228,175500.0,270000.0,2021-05-06,2023-05-05,1,0
249,2020-01-31,110651228,101250.0,135000.0,2021-05-06,2023-05-05,1,0
250,2020-02-01,110651228,337500.0,675000.0,2021-05-06,2023-05-05,1,0
251,2020-02-02,110651228,270000.0,270000.0,2021-05-06,2023-05-05,1,0
252,2020-02-03,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
253,2020-02-04,110651228,227952.0,270000.0,2021-05-06,2023-05-05,1,0
254,2020-02-05,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
255,2020-02-09,110651228,270000.0,135000.0,2021-05-06,2023-05-05,1,0
256,2020-02-11,110651228,387423.0,405000.0,2021-05-06,2023-05-05,1,0
257,2020-02-12,110651228,270000.0,135000.0,2021-05-06,2023-05-05,1,0
258,2020-02-13,110651228,83727.0,135000.0,2021-05-06,2023-05-05,1,0
259,2020-02-14,110651228,92187.0,135000.0,2021-05-06,2023-05-05,1,0
260,2020-02-15,110651228,522180.0,540000.0,2021-05-06,2023-05-05,1,0
261,2020-02-16,110651228,218043.0,270000.0,2021-05-06,2023-05-05,1,0
262,2020-02-17,110651228,229500.0,270000.0,2021-05-06,2023-05-05,1,0
263,2020-02-18,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
264,2020-02-19,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
265,2020-02-22,110651228,108000.0,135000.0,2021-05-06,2023-05-05,1,0
266,2020-02-26,110651228,270000.0,270000.0,2021-05-06,2023-05-05,1,0
267,2020-02-29,110651228,94500.0,135000.0,2021-05-06,2023-05-05,1,0
268,2020-03-01,110651228,297000.0,675000.0,2021-05-06,2023-05-05,1,0
269,2020-03-06,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
270,2020-03-07,110651228,115191.0,135000.0,2021-05-06,2023-05-05,1,0
271,2020-03-08,110651228,270000.0,270000.0,2021-05-06,2023-05-05,1,0
272,2020-03-09,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
273,2020-03-10,110651228,270000.0,135000.0,2021-05-06,2023-05-05,1,0
274,2020-03-11,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
275,2020-03-12,110651228,661500.0,945000.0,2021-05-06,2023-05-05,1,0
276,2020-03-13,110651228,378000.0,540000.0,2021-05-06,2023-05-05,1,0
277,2020-03-14,110651228,517923.0,810000.0,2021-05-06,2023-05-05,1,0
278,2020-03-15,110651228,405000.0,405000.0,2021-05-06,2023-05-05,1,0
279,2020-03-16,110651228,405000.0,405000.0,2021-05-06,2023-05-05,1,0
280,2020-03-17,110651228,243000.0,270000.0,2021-05-06,2023-05-05,1,0
281,2020-03-18,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
282,2020-03-19,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
283,2020-03-21,110651228,270000.0,270000.0,2021-05-06,2023-05-05,1,0
284,2020-03-22,110651228,270000.0,270000.0,2021-05-06,2023-05-05,1,0
285,2020-03-23,110651228,405000.0,405000.0,2021-05-06,2023-05-05,1,0
286,2020-03-24,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
287,2020-03-28,110651228,121500.0,135000.0,2021-05-06,2023-05-05,1,0
288,2020-03-30,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
289,2020-03-31,110651228,229500.0,270000.0,2021-05-06,2023-05-05,1,0
290,2020-04-01,110651228,757818.0,945000.0,2021-05-06,2023-05-05,1,0
291,2020-04-02,110651228,94500.0,135000.0,2021-05-06,2023-05-05,1,0
292,2020-04-03,110651228,82116.0,135000.0,2021-05-06,2023-05-05,1,0
293,2020-04-04,110651228,170856.0,270000.0,2021-05-06,2023-05-05,1,0
294,2020-04-05,110651228,351000.0,405000.0,2021-05-06,2023-05-05,1,0
295,2020-04-06,110651228,556695.0,675000.0,2021-05-06,2023-05-05,1,0
296,2020-04-07,110651228,729000.0,810000.0,2021-05-06,2023-05-05,1,0
297,2020-04-08,110651228,238437.0,405000.0,2021-05-06,2023-05-05,1,0
298,2020-04-09,110651228,189000.0,135000.0,2021-05-06,2023-05-05,1,0
299,2020-04-10,110651228,649170.0,945000.0,2021-05-06,2023-05-05,1,0
300,2020-04-11,110651228,186777.0,270000.0,2021-05-06,2023-05-05,1,0
301,2020-04-12,110651228,550422.0,675000.0,2021-05-06,2023-05-05,1,0
302,2020-04-13,110651228,756000.0,675000.0,2021-05-06,2023-05-05,1,0
303,2020-04-14,110651228,270198.0,405000.0,2021-05-06,2023-05-05,1,0
304,2020-04-15,110651228,361521.0,405000.0,2021-05-06,2023-05-05,1,0
305,2020-04-16,110651228,567000.0,810000.0,2021-05-06,2023-05-05,1,0
306,2020-04-17,110651228,189000.0,270000.0,2021-05-06,2023-05-05,1,0
307,2020-04-18,110651228,634500.0,945000.0,2021-05-06,2023-05-05,1,0
308,2020-04-19,110651228,897615.0,1350000.0,2021-05-06,2023-05-05,1,0
309,2020-04-20,110651228,513000.0,810000.0,2021-05-06,2023-05-05,1,0
310,2020-04-21,110651228,283500.0,405000.0,2021-05-06,2023-05-05,1,0
311,2020-04-22,110651228,881550.0,1080000.0,2021-05-06,2023-05-05,1,0
312,2020-04-23,110651228,94500.0,135000.0,2021-05-06,2023-05-05,1,0
313,2020-04-24,110651228,472500.0,675000.0,2021-05-06,2023-05-05,1,0
314,2020-04-25,110651228,94500.0,135000.0,2021-05-06,2023-05-05,1,0
315,2020-04-27,110651228,189000.0,135000.0,2021-05-06,2023-05-05,1,0
316,2020-04-28,110651228,94500.0,135000.0,2021-05-06,2023-05-05,1,0
317,2020-04-29,110651228,189000.0,135000.0,2021-05-06,2023-05-05,1,0
318,2020-04-30,110651228,265500.0,405000.0,2021-05-06,2023-05-05,1,0
319,2020-05-01,110651228,121500.0,405000.0,2021-05-06,2023-05-05,1,0
320,2020-05-03,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
321,2020-05-04,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
322,2020-05-05,110651228,177894.0,270000.0,2021-05-06,2023-05-05,1,0
323,2020-05-06,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
324,2020-05-07,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
325,2020-05-09,110651228,108000.0,135000.0,2021-05-06,2023-05-05,1,0
326,2020-05-11,110651228,270000.0,135000.0,2021-05-06,2023-05-05,1,0
327,2020-05-12,110651228,499500.0,270000.0,2021-05-06,2023-05-05,1,0
328,2020-05-14,110651228,316269.0,270000.0,2021-05-06,2023-05-05,1,0
329,2020-05-15,110651228,209250.0,270000.0,2021-05-06,2023-05-05,1,0
330,2020-05-16,110651228,216000.0,270000.0,2021-05-06,2023-05-05,1,0
331,2020-05-17,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
332,2020-05-18,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
333,2020-05-20,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
334,2020-05-24,110651228,135000.0,135000.0,2021-05-06,2023-05-05,1,0
